SOURCE,CCCCRIMELABEL,CCCDESCRIP,CCC_LABELDES,NIBRSKEYWORDMATCH,NIBRSOFFENSE,NIBRSAORB,NIBRSCLASSIFICATION,MATCH CORRECTED,MATCHKEYWORD
CCC,EXPOSE PUBLIC,VIOLATION OF SEXUALLY ORIENTED BUSINESS - Expose to public view,EXPOSE PUBLIC VIOLATION OF SEXUALLY ORIENTED BUSINESS - Expose to public view,EXPOS,DISORDERLY CONDUCT,B,OTHER,0,1
CCC,THEFT BY EXTORT,theft by extortion,THEFT BY EXTORT theft by extortion,EXTOR,"ABDUCTION, KIDNAPPING",A,PERSON,0,1
CCC,ARREST ORDER,arrest order,ARREST ORDER arrest order,OTHER,OTHER,OTHER,OTHER,1,0
CCC,ASSIST SEX OFF,assisting sexual offender in eluding law,ASSIST SEX OFF assisting sexual offender in eluding law,AID ABET,AIDING AND ABETTING,A OR B,OTHER,1,1
CCC,CARE OF PREMISE,Violation housing section - care of premises,CARE OF PREMISE Violation housing section - care of premises,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FAIL REGIS SEX,failure to register as paroled sex offender,FAIL REGIS SEX failure to register as paroled sex offender,SEX,SEX OFFENSES,A,PERSON,1,1
CCC,FAIL YIELD CROS,FAILURE TO YIELD WHE ENT / CROSS RDWY ACC,FAIL YIELD CROS FAILURE TO YIELD WHE ENT / CROSS RDWY ACC,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FALSE ACC RPT,False accident report,FALSE ACC RPT False accident report,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FALSE ACKNOL OF,false acknowledgement of appearance or oath,FALSE ACKNOL OF false acknowledgement of appearance or oath,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FALSE ALARM,false alarm,FALSE ALARM false alarm,ALARM,FALSE FIRE ALARM,B,OTHER,1,1
CCC,FALSE CRIME,False Report of Crime,FALSE CRIME False Report of Crime,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FALSE FIRE ALAR,false fire alarm,FALSE FIRE ALAR false fire alarm,ALARM,FALSE FIRE ALARM,B,OTHER,1,1
CCC,FALSE PUBL ALAR,false public alarm,FALSE PUBL ALAR false public alarm,ALARM,FALSE FIRE ALARM,B,OTHER,1,1
CCC,FALSE PUBLIC AL,False public alarm,FALSE PUBLIC AL False public alarm,ALARM,FALSE FIRE ALARM,B,OTHER,1,1
CCC,FALSE REP OF CR,false report of a crime,FALSE REP OF CR false report of a crime,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FALSE STMT BENE,false statement for benefits,FALSE STMT BENE false statement for benefits,OTHER,OTHER,OTHER,OTHER,1,0
CCC,GARBAGE/REFUSE,garbage and refuse containers,GARBAGE/REFUSE garbage and refuse containers,OTHER,OTHER,OTHER,OTHER,1,0
CCC,GIVING A FALSE,Giving a false name,GIVING A FALSE Giving a false name,INDENT,FRAUD OFFENSES,A,PROPERTY,1,1
CCC,ID CARD - FALSE,id card - false application,ID CARD - FALSE id card - false application,INDENT,FRAUD OFFENSES,A,PROPERTY,1,1
CCC,NO FARES POSTED,No fares posted,NO FARES POSTED No fares posted,OTHER,OTHER,OTHER,OTHER,1,0
CCC,NO SALE TAX RET,Failure to furnish sale tax return,NO SALE TAX RET Failure to furnish sale tax return,OTHER,OTHER,OTHER,OTHER,1,0
CCC,SERVE AFTER HRS,Serving Alcoholic Beverages After Hours,SERVE AFTER HRS Serving Alcoholic Beverages After Hours,ALC TOBA,LIQUOR AND TOBACCO LAW VIOLATIONS,B,OTHER,1,1
CCC,SEX OFF RES,"sex offender residence w/i 1000' school, park, ect"", 'code changed see 42 01-17","SEX OFF RES {""sex offender residence w/i 1000' school, park, ect"", 'code changed see 42 01-17",SEX,SEX OFFENSES,A,PERSON,1,1
CCC,SEX OFF RES.,"sex offender residence w/i 1000' school,park,etc","SEX OFF RES. {""sex offender residence w/i 1000' school,park,etc""}",SEX,SEX OFFENSES,A,PERSON,1,1
CCC,UNSAFE FOOTREST,Unsafe operation of motorcycle - footrests,UNSAFE FOOTREST Unsafe operation of motorcycle - footrests,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FIN TRANS CD FO,financial transaction card forgery,FIN TRANS CD FO financial transaction card forgery,FINANC,FRAUD OFFENSES,A,PROPERTY,1,1
CCC,FIN TRANS CD FR,financial transaction card fraud,FIN TRANS CD FR financial transaction card fraud,FINANC,FRAUD OFFENSES,A,PROPERTY,1,1
CCC,FINANCIAL TRANS,unauthorized use of financial transaction card,FINANCIAL TRANS unauthorized use of financial transaction card,FINANC,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,FRAUD INSURANCE,fraud insurance claims,FRAUD INSURANCE fraud insurance claims,FINANC,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,KNIFE ORDINANCE,Violation of City Knife Ordinance,KNIFE ORDINANCE Violation of City Knife Ordinance,OTHER,OTHER,OTHER,OTHER,1,0
CCC,NO INSURANCE,no insurance,NO INSURANCE no insurance,OTHER,OTHER,OTHER,OTHER,1,0
CCC,UNAUTH USE CARD,financial transaction card - unauthorized use of,UNAUTH USE CARD financial transaction card - unauthorized use of,FINANC,FRAUD OFFENSES,A,PROPERTY,1,1
CCC,FAIL STOP/YIELD,failure to stop at stop/yield sign,FAIL STOP/YIELD failure to stop at stop/yield sign,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FAIL YEILD CRX,failure to yield right of way at crosswalk,FAIL YEILD CRX failure to yield right of way at crosswalk,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FAIL YEILD PED,failure to yield right of way to pedestrian,FAIL YEILD PED failure to yield right of way to pedestrian,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FAIL YIELD PED,failure to yield right of way to pedestrian,FAIL YIELD PED failure to yield right of way to pedestrian,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FAIL YIELD R/W,"failure to yield right of way to highway construction vehicles', 'failure to yield to right of way while turning left', 'failure to yield the right of way to vehicle on right', 'failure to yield right of way to emergency vehicle', 'failure to yield right of way when entering roadway","FAIL YIELD R/W failure to yield right of way to highway construction vehicles', 'failure to yield to right of way while turning left', 'failure to yield the right of way to vehicle on right', 'failure to yield right of way to emergency vehicle', 'failure to yield right of way when entering roadway",TRAFF,TRAFFIC VIOLATIONS,A OR B,OTHER,1,0
CCC,FIGHTING WORDS,disorderly conduct/fighting words,FIGHTING WORDS disorderly conduct/fighting words,DISOR,DISORDERLY CONDUCT,B,OTHER,1,1
CCC,HUNT OR FISH W/,hunt or fish without license,HUNT OR FISH W/ hunt or fish without license,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FOGLIGHT-VIO,foglights - improper use of,FOGLIGHT-VIO foglights - improper use of,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FOL VEH R/W,Following vehicle fail to yield right of way at crosswalk,FOL VEH R/W Following vehicle fail to yield right of way at crosswalk,TRAFF,TRAFFIC VIOLATIONS,A OR B,OTHER,1,0
CCC,FORGE GOOD SOLD,trademark/copyright goods forged sold,FORGE GOOD SOLD trademark/copyright goods forged sold,FORGE,FORGERY,A,PROPERTY,0,1
CCC,FORGED PRESCRIP,forged prescription,FORGED PRESCRIP forged prescription,FORGE,FORGERY,A,PROPERTY,0,1
CCC,FORGERY 3RD DEG,forgery 3rd degree,FORGERY 3RD DEG forgery 3rd degree,FORGE,FORGERY,A,PROPERTY,0,1
CCC,FORGERY 4TH DEG,"forgery 4th degree', 'forgery in the 4th degree - felony","FORGERY 4TH DEG forgery 4th degree', 'forgery in the 4th degree - felony",FORGE,FORGERY,A,PROPERTY,0,1
CCC,FORGERY-1ST DEG,"forgery - 1st degree', 'forgery-1st degree","FORGERY-1ST DEG forgery - 1st degree', 'forgery-1st degree",FORGE,FORGERY,A,PROPERTY,1,1
CCC,FORGERY-2ND DEG,"forgery - 2nd degree', 'forgery-2nd degree","FORGERY-2ND DEG forgery - 2nd degree', 'forgery-2nd degree",FORGE,FORGERY,A,PROPERTY,0,1
CCC,IMPROPER LANE C,improper lane change,IMPROPER LANE C improper lane change,FORGE,FORGERY,A,PROPERTY,1,1
CCC,ALC FILING DATE,filing date for alcohol tax returns,ALC FILING DATE filing date for alcohol tax returns,FRAUD,FRAUD OFFENSES,A,PROPERTY,1,1
CCC,DRUGS BY FRAUD,obtaining drugs by fraud,DRUGS BY FRAUD obtaining drugs by fraud,FRAUD,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,FIN TRANS CD TH,financial transaction card theft,FIN TRANS CD TH financial transaction card theft,FRAUD,FRAUD OFFENSES,A,PROPERTY,1,1
CCC,FRAUD ATT TO OB,fraud attempt to obtain refund,FRAUD ATT TO OB fraud attempt to obtain refund,FRAUD,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,FRAUD INT/EMAIL,fraudulent business practices using internet or electronic mail,FRAUD INT/EMAIL fraudulent business practices using internet or electronic mail,FRAUD,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,FRAUD PUB HOUSE,fraudulently obtaining/attempting public housing,FRAUD PUB HOUSE fraudulently obtaining/attempting public housing,FRAUD,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,FRAUD SOLICIT,fraudulently solicit funds as police or fire agent,FRAUD SOLICIT fraudulently solicit funds as police or fire agent,FRAUD,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,FRAUD TITLE,permit another have/use title for fraud,FRAUD TITLE permit another have/use title for fraud,FRAUD,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,FRAUD TRF VEH,fraudulent transfer of motor vehicle,FRAUD TRF VEH fraudulent transfer of motor vehicle,FRAUD,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,FRAUD USE LIC,fraudulent use of license / id card,FRAUD USE LIC fraudulent use of license / id card,FRAUD,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,FRAUD USE OF ID,FRAUDULENT USE OF LICENSE,FRAUD USE OF ID FRAUDULENT USE OF LICENSE,FRAUD,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,IDENTITY FRAUD,"identity fraud - possession of fake id', 'identity fraud","IDENTITY FRAUD identity fraud - possession of fake id', 'identity fraud",FRAUD,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,LAND TITLE FRAU,"fraud,fraud,theft registration of title to land","LAND TITLE FRAU fraud,fraud,theft registration of title to land",FRAUD,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,MEDICAID FRAUD,family supplementation medicaid payments,MEDICAID FRAUD family supplementation medicaid payments,FRAUD,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,MEDICAL FRAUD,obtaining medical assistance-fraud,MEDICAL FRAUD obtaining medical assistance-fraud,FRAUD,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,REFUND BY FRAUD,refund by fraud,REFUND BY FRAUD refund by fraud,FRAUD,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,RES MORT FRAUD,residential mortgage fraud,RES MORT FRAUD residential mortgage fraud,FRAUD,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,TELEPHONE FRAUD,false statements by telephone solicitors,TELEPHONE FRAUD false statements by telephone solicitors,FRAUD,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,THEFT OF TRADE,theft of trade secret,THEFT OF TRADE theft of trade secret,FRAUD,FRAUD OFFENSES,A,PROPERTY,1,1
CCC,COMM GAMBLING,participating in commercial gambling activity,COMM GAMBLING participating in commercial gambling activity,GAMB,GAMBLING PARAPHERNALIA DEVICES EQUIPMENT POSESSION,A,SOCIETY,1,1
CCC,GAMBLING,"unlawful use of coin operated games', 'gambling","GAMBLING unlawful use of coin operated games', 'gambling",GAMB,GAMBLING PARAPHERNALIA DEVICES EQUIPMENT POSESSION,A,SOCIETY,0,1
CCC,GAMBLING ACTS,gambling activities on/adjacent to business,GAMBLING ACTS gambling activities on/adjacent to business,GAMB,GAMBLING PARAPHERNALIA DEVICES EQUIPMENT POSESSION,A,SOCIETY,0,1
CCC,GAMBLING PLACE-,gambling place-keeping a,GAMBLING PLACE- gambling place-keeping a,GAMB,GAMBLING PARAPHERNALIA DEVICES EQUIPMENT POSESSION,A,SOCIETY,1,1
CCC,GAMBLING-COMM I,gambling-communicating information,GAMBLING-COMM I gambling-communicating information,GAMB,GAMBLING PARAPHERNALIA DEVICES EQUIPMENT POSESSION,A,SOCIETY,1,1
CCC,GAMBLING-COMMER,gambling-commercial,GAMBLING-COMMER gambling-commercial,GAMB,GAMBLING PARAPHERNALIA DEVICES EQUIPMENT POSESSION,A,SOCIETY,1,1
CCC,GAMBLING-POSS O,gambling-possession of equipment,GAMBLING-POSS O gambling-possession of equipment,GAMB,GAMBLING PARAPHERNALIA DEVICES EQUIPMENT POSESSION,A,SOCIETY,1,1
CCC,HARASS P-CALL,harassing phone calls,HARASS P-CALL harassing phone calls,HARASS,HARASSMENT,B,OTHER,0,1
CCC,IMPR TRANS HAZ,Improper transport of hazardous material,IMPR TRANS HAZ Improper transport of hazardous material,OTHER,OTHER,OTHER,OTHER,1,0
CCC,REGIS PHARMACIS,drugs/medicine prepared only by registered pharmacist,REGIS PHARMACIS drugs/medicine prepared only by registered pharmacist,DRUG,"DRUG/NARCOTIC OFFENSES, DRUG/NARCOTIC VIOLATIONS",A,SOCIETY,1,1
CCC,SMASH AND GRAB,smash and grab burglary,SMASH AND GRAB smash and grab burglary,BURGL,"BURGLARY, BURGLARY TOOLS POSSESSION",A,PROPERTY,1,1
CCC,HARBOR CHILD,harbor/shelter escaped child of youth,HARBOR CHILD harbor/shelter escaped child of youth,HARBOR,HARBORING,A OR B,OTHER,0,1
CCC,HARBOR SEX OFF,harbor/conceal/withhold info on sexual offender,HARBOR SEX OFF harbor/conceal/withhold info on sexual offender,HARBOR,HARBORING,A OR B,OTHER,0,1
CCC,FALSE HEALTH RE,"destruction, alteration or falsification of health records","FALSE HEALTH RE destruction, alteration or falsification of health records",FRAUD,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,HEADLIGHT HGT,headlight height violation,HEADLIGHT HGT headlight height violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HEADLIGHT REQ,"HEADLIGHTS REQUIRED', 'HEADLIGHT REQUIREMENTS","HEADLIGHT REQ HEADLIGHTS REQUIRED', 'HEADLIGHT REQUIREMENTS",OTHER,OTHER,OTHER,OTHER,1,0
CCC,HEALTH CD VIO,health code violation,HEALTH CD VIO health code violation,HEALTH,HEALTH AND SAFETY LAWS ADULTERATED FOOD DRUGS OR COSMETICS,B,OTHER,0,1
CCC,BENEFITS-RCV UN,receiving unentitled to benefits,BENEFITS-RCV UN receiving unentitled to benefits,FRAUD,FRAUD OFFENSES,A,PROPERTY,1,1
CCC,HIT AND RUN,hit and run,HIT AND RUN hit and run,HIT RUN,HIT AND RUN OF A PERSON,A OR B,OTHER,0,1
CCC,HIT/RUN ACCIDEN,hit & run (accident),HIT/RUN ACCIDEN hit & run (accident),HIT RUN,HIT AND RUN OF A PERSON,A OR B,OTHER,0,1
CCC,UNRULY CHILD,unruly child,UNRULY CHILD unruly child,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HUMAN TRAFFCKIN,trafficking of persons for labor or servitude,HUMAN TRAFFCKIN trafficking of persons for labor or servitude,HUMAN,"HUMAN TRAFFICKINGCOMMERCIAL SEX ACTS",A,SOCIETY,0,1
CCC,FALSE IMPRISONM,false imprisonment under color of legal process,FALSE IMPRISONM false imprisonment under color of legal process,IMPRIS,"ABDUCTION, KIDNAPPING",A,PERSON,1,1
CCC,IMP LEFT TURN,IMPROPER LEFT TURN,IMP LEFT TURN IMPROPER LEFT TURN,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP MUFFLER,Improper muffler,IMP MUFFLER Improper muffler,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP OPERATION,improper operation (county ordinance),IMP OPERATION improper operation (county ordinance),OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP OPERATION (,improper operation (county ordinance),IMP OPERATION ( improper operation (county ordinance),OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP OVERTAKING-,"Improper overtaking-passing on right', 'Improper overtaking-vehicle turning right","IMP OVERTAKING- Improper overtaking-passing on right', 'Improper overtaking-vehicle turning right",TRAFF,TRAFFIC VIOLATIONS,A OR B,OTHER,1,0
CCC,IMP PASSING,improper passing/passing on left,IMP PASSING improper passing/passing on left,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP PASSING/LEF,improper passing/left of center,IMP PASSING/LEF improper passing/left of center,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP PASSING/MEE,improper passing/meeting traffic,IMP PASSING/MEE improper passing/meeting traffic,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP STOPPING,improper stopping on roadway,IMP STOPPING improper stopping on roadway,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP. LEFT TURN,improper left turns,IMP. LEFT TURN improper left turns,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMPERSON OFFCER,impersonating an officer,IMPERSON OFFCER impersonating an officer,IMPERSON,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,IMPERSON WITNES,impersonating another as a witness,IMPERSON WITNES impersonating another as a witness,IMPERSON,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,IMPERSONATE OFF,"impersonate officer/traffic control', 'impersonate officer using vehicle/motorcycle","IMPERSONATE OFF impersonate officer/traffic control', 'impersonate officer using vehicle/motorcycle",IMPERSON,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,IMPERSONATE PEC,impersonating another in a legal proceeding,IMPERSONATE PEC impersonating another in a legal proceeding,IMPERSON,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,IMPR PARK/STOR,improper parking/storage of commercial equipment/materials,IMPR PARK/STOR improper parking/storage of commercial equipment/materials,IMPERSON,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,IMPROPER OPERAT,Improper operation,IMPROPER OPERAT Improper operation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMPROPER PARKIN,"Improper parking-ordinance', 'Improper parking","IMPROPER PARKIN Improper parking-ordinance', 'Improper parking",OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMPROPER PASSIN,improper passing,IMPROPER PASSIN improper passing,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMPROPER START,improper start,IMPROPER START improper start,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMPROPER U TURN,improper u turn,IMPROPER U TURN improper u turn,OTHER,OTHER,OTHER,OTHER,1,0
CCC,MARK/LIGHT PERS,Law enforcement-marking/lights for personal use,MARK/LIGHT PERS Law enforcement-marking/lights for personal use,OTHER,OTHER,OTHER,OTHER,1,0
CCC,PERM ILL USE,permit illegal use/license,PERM ILL USE permit illegal use/license,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FALSE IMPRISON,false imprisonment,FALSE IMPRISON false imprisonment,IMPRIS,"ABDUCTION, KIDNAPPING",A,PERSON,1,1
CCC,INCEST,incest,INCEST incest,INCES,SEX OFFENSES,A,PERSON,0,1
CCC,INS - NONE - MC,insurance - none on motorcycle,INS - NONE - MC insurance - none on motorcycle,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LICENSE-INV CDL,"license-invalid cdl', 'commercial drivers license required for operation of comm motor vehicl","LICENSE-INV CDL license-invalid cdl', 'commercial drivers license required for operation of comm motor vehicl",OTHER,OTHER,OTHER,OTHER,1,0
CCC,UNLICENSED DRIV,permitting unlicensed person to drive,UNLICENSED DRIV permitting unlicensed person to drive,OTHER,OTHER,OTHER,OTHER,1,0
CCC,INDECENCY 3RD,public indecency/indecent exposure,INDECENCY 3RD public indecency/indecent exposure,INDECE,DISORDERLY CONDUCT,B,OTHER,0,1
CCC,PUB INDECENCY,public indecency(pants/skirt),PUB INDECENCY public indecency(pants/skirt),INDECE,DISORDERLY CONDUCT,B,OTHER,0,1
CCC,PUBLIC INDECENC,public indecency/indecent exposure,PUBLIC INDECENC public indecency/indecent exposure,INDECE,DISORDERLY CONDUCT,B,OTHER,0,1
CCC,LICENSE-NOT ON,License-not on person,LICENSE-NOT ON License-not on person,OTHER,OTHER,OTHER,OTHER,1,0
CCC,REP UNATH INS,"Representation of unauthorized insurers, etc","REP UNATH INS Representation of unauthorized insurers, etc",OTHER,OTHER,OTHER,OTHER,1,0
CCC,VEH ACCIDENT,Vehicle Accident,VEH ACCIDENT Vehicle Accident,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LIC-UNLAWFUL US,license - unlawful use of,LIC-UNLAWFUL US license - unlawful use of,OTHER,OTHER,OTHER,OTHER,1,0
CCC,INSURRECTION-IN,insurrection-inciting to,INSURRECTION-IN insurrection-inciting to,SEDIT OVERTHR,SEDITION,B,OTHER,1,1
CCC,NO INSU 2ND OFF,insurance (auto) none-2nd offense,NO INSU 2ND OFF insurance (auto) none-2nd offense,OTHER,OTHER,OTHER,OTHER,1,0
CCC,NO INSU 3RD OFF,insurance (auto) none - 3rd offense,NO INSU 3RD OFF insurance (auto) none - 3rd offense,OTHER,OTHER,OTHER,OTHER,1,0
CCC,RR PROP INTRUD,intruding on railroad tracks,RR PROP INTRUD intruding on railroad tracks,OTHER,OTHER,OTHER,OTHER,1,0
CCC,SUSP REG INS,suspension m/v registration insurance,SUSP REG INS suspension m/v registration insurance,OTHER,OTHER,OTHER,OTHER,1,0
CCC,TRUCK-IMP LANE,trucks - improper lane usage,TRUCK-IMP LANE trucks - improper lane usage,OTHER,OTHER,OTHER,OTHER,1,0
CCC,TRUCKS IN RES Z,Trucks in residential zone,TRUCKS IN RES Z Trucks in residential zone,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP EQUIPMENT,Improper equipment,IMP EQUIPMENT Improper equipment,OTHER,OTHER,OTHER,OTHER,1,0
CCC,INTIMIDATE ROB,robbery by intimidation,INTIMIDATE ROB robbery by intimidation,ROB,ROBBERY,A,PROPERTY,1,1
CCC,MUTINY-INSTIGAT,mutiny-instigating,MUTINY-INSTIGAT mutiny-instigating,OTHER,OTHER,OTHER,OTHER,1,0
CCC,RABID ANIMALS,rabid animals or animal suspected of having rabies,RABID ANIMALS rabid animals or animal suspected of having rabies,OTHER,OTHER,OTHER,OTHER,1,0
CCC,VIOL IGNITION,violation of ignition interlock,VIOL IGNITION violation of ignition interlock,OTHER,OTHER,OTHER,OTHER,1,0
CCC,NO TAXI INS,No Taxi Insurance,NO TAXI INS No Taxi Insurance,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HOME INVAS. 1ST,home invasion in the first degree,HOME INVAS. 1ST home invasion in the first degree,INVAS,"BREAKING AND ENTERING, HOME INVASION",A,PROPERTY,0,1
CCC,HOME INVAS. 2ND,home invasion in the second degree,HOME INVAS. 2ND home invasion in the second degree,INVAS,"BREAKING AND ENTERING, HOME INVASION",A,PROPERTY,0,1
CCC,HOME INVASION,home invasion in the first and second degree,HOME INVASION home invasion in the first and second degree,INVAS,"BREAKING AND ENTERING, HOME INVASION",A,PROPERTY,0,1
CCC,INVOL MANSLAUGH,involuntary manslaughter,INVOL MANSLAUGH involuntary manslaughter,MANSL,"HOMICIDE OFFENSES MURDER AND
NONNEGLIGENT MANSLAUGHTER OR
NEGLIGENT MANSLAUGHTER",A,PERSON,1,1
CCC,MANSLAUGHT-INV,manslaughter-involuntary,MANSLAUGHT-INV manslaughter-involuntary,MANSL,"HOMICIDE OFFENSES MURDER AND
NONNEGLIGENT MANSLAUGHTER OR
NEGLIGENT MANSLAUGHTER",A,PERSON,1,1
CCC,BURGLARY-COMERC,burglary-commercial,BURGLARY-COMERC burglary-commercial,BURGL,"BURGLARY, BURGLARY TOOLS POSSESSION",A,PROPERTY,1,1
CCC,KIDNAPPING,kidnapping,KIDNAPPING kidnapping,KIDNAP,"ABDUCTION, KIDNAPPING",A,PERSON,1,1
CCC,LITTERING,littering,LITTERING littering,LITT,LITTERING,B,OTHER,0,1
CCC,LOITERING / SCH,loitering on school property,LOITERING / SCH loitering on school property,LOIT,TRESPASS OF PERSONAL PROPERTY,B,OTHER,1,1
CCC,LOITERING OR PR,loitering or prowling,LOITERING OR PR loitering or prowling,LOIT,TRESPASS OF PERSONAL PROPERTY,B,OTHER,1,1
CCC,MANSLAUGHT-VOL,manslaughter-voluntary,MANSLAUGHT-VOL manslaughter-voluntary,MANSL,"HOMICIDE OFFENSES MURDER AND
NONNEGLIGENT MANSLAUGHTER OR
NEGLIGENT MANSLAUGHTER",A,PERSON,1,1
CCC,NO MANIFEST,taxi driver driving personal vehicle w/o manifest,NO MANIFEST taxi driver driving personal vehicle w/o manifest,OTHER,OTHER,OTHER,OTHER,1,0
CCC,MARJ < 1 OZ,"marijuana, less than 1 oz","MARJ < 1 OZ marijuana, less than 1 oz",MARJ,"DRUG/NARCOTIC OFFENSES, DRUG/NARCOTIC VIOLATIONS",A,SOCIETY,0,1
CCC,POSS MARJ OUNCE,"possession of marijuana more than ounce', 'possession of marijuana over ounce/under 50 lbs","POSS MARJ OUNCE possession of marijuana more than ounce', 'possession of marijuana over ounce/under 50 lbs",MARJ,"DRUG/NARCOTIC OFFENSES, DRUG/NARCOTIC VIOLATIONS",A,SOCIETY,1,1
CCC,VGCSA - MARIJ,vgcsa possession/control/manufacture/distribute/sell marijuana,VGCSA - MARIJ vgcsa possession/control/manufacture/distribute/sell marijuana,MARJ,"DRUG/NARCOTIC OFFENSES, DRUG/NARCOTIC VIOLATIONS",A,SOCIETY,0,1
CCC,ALCOHOL IN PARK,alcohol prohibited in park,ALCOHOL IN PARK alcohol prohibited in park,ALC TOBA,LIQUOR AND TOBACCO LAW VIOLATIONS,B,OTHER,1,1
CCC,ALCOHOL MINOR,alcohol beverage/minor,ALCOHOL MINOR alcohol beverage/minor,ALC TOBA,LIQUOR AND TOBACCO LAW VIOLATIONS,B,OTHER,1,1
CCC,ALCOHOL PERMIT,alcohol permit,ALCOHOL PERMIT alcohol permit,ALC TOBA,LIQUOR AND TOBACCO LAW VIOLATIONS,B,OTHER,1,1
CCC,BILLIARDS-ALCOH,Billiard room - gambling or alcohol in violation,BILLIARDS-ALCOH Billiard room - gambling or alcohol in violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FALSE MARR LIC,furnishing false information to obtain marriage license,FALSE MARR LIC furnishing false information to obtain marriage license,MILITARY AWOL,MILITARY LAW VIOLATION/AWOL DESERTION,B,OTHER,,
CCC,IMPROPER DISPLA,Improper display of tag,IMPROPER DISPLA Improper display of tag,FRAUD,FRAUD OFFENSES,A,PROPERTY,0,1
CCC,BROWN BAGGING,BROWN BAGGING,BROWN BAGGING BROWN BAGGING,ALC TOBA,LIQUOR AND TOBACCO LAW VIOLATIONS,B,OTHER,1,1
CCC,CROSSING MEDIAN,crossing median-divided highway,CROSSING MEDIAN crossing median-divided highway,TRAFF,TRAFFIC VIOLATIONS,A OR B,OTHER,1,0
CCC,DAMAGING PROP-D,"damaging, destroying, or secreting property to defraud another","DAMAGING PROP-D damaging, destroying, or secreting property to defraud another",OTHER,OTHER,OTHER,OTHER,1,0
CCC,DUMPING SEWER,dumping waste into public storm/sanitary sewer,DUMPING SEWER dumping waste into public storm/sanitary sewer,OTHER,OTHER,OTHER,OTHER,1,0
CCC,EMISSION STICK,operation of vehicle without emission inspection,EMISSION STICK operation of vehicle without emission inspection,OTHER,OTHER,OTHER,OTHER,1,0
CCC,EMMISSION VIO,emission violation,EMMISSION VIO emission violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FISHING W/O PER,fishing without permission,FISHING W/O PER fishing without permission,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP PASSING - R,improper passing on right,IMP PASSING - R improper passing on right,OTHER,OTHER,OTHER,OTHER,1,0
